"Title","Year","Make","Model","Price","Sold","VIN","LicensePlate","Color","InventoryDate"
"2003 Volvo XC90","2,003","Volvo","XC90","17,726","1","1G4HP54K35U005745","Q2E 3E0","Black","7/12/2020"
"2018 Buick LeSabre","2,018","Buick","LeSabre","17,203","1","1GYS3AEF0CR344778","G7D 3H1","Brown","6/6/2019"
"2009 Buick Enclave","2,009","Buick","Enclave","18,335","0","JM1CR2W36A0325849","O4P 2K9","Silver","2/16/2020"
"2000 BMW 3 Series","2,000","BMW","3 Series","17,362","0","WBA5A5C58FD938236","O0H 0Y1","Black","12/1/2020"
"2004 Pontiac Torrent","2,004","Pontiac","Torrent","24,852","1","JN1CV6EK2FM368163","Q5T 4U0","White","4/22/2019"
"2002 Acura TSX","2,002","Acura","TSX","21,561","1","4T1BF3EK6AU402453","U0S 1K2","White","10/22/2019"
"2010 Mercedes-Benz SL-Class","2,010","Mercedes-Benz","SL-Class","21,695","1","WBXPA93456W627445","D2Y 9O8","Silver","9/8/2019"
"2024 Chrysler Concorde","2,024","Chrysler","Concorde","15,020","0","4A4AP3AU1DE384908","S4Z 0D9","Gray","1/19/2018"
"2022 Toyota RAV4","2,022","Toyota","RAV4","21,440","0","1FAHP2DW1CG019375","A5F 4C9","Blue","9/20/2018"
"2008 Hyundai Azera","2,008","Hyundai","Azera","20,067","0","JN1AZ4EH2FM317279","B7B 4O6","Blue","8/3/2018"
"2019 Cadillac Eldorado","2,019","Cadillac","Eldorado","16,239","0","JN1AZ4EH8CM910933","K8V 4F2","Blue","5/24/2020"
"2016 Ford Escort","2,016","Ford","Escort","17,753","1","3VW4A7AT0DM218973","H2F 0E6","Blue","3/4/2019"
"2006 Cadillac XLR","2,006","Cadillac","XLR","19,699","0","1G4HP57298U967144","S5D 5T7","Yellow","12/3/2019"
"2023 Ford Escort","2,023","Ford","Escort","17,021","1","1G4HP52K45U882814","K3O 2Z5","Gray","7/16/2020"
"2009 Honda Civic","2,009","Honda","Civic","18,990","0","1NXBU4EEXAZ467389","D5R 1M2","Blue","7/28/2019"
"2022 Chevrolet 1500","2,022","Chevrolet","1500","21,566","0","1FBNE3BL5DD062025","K3R 8G2","Black","10/31/2019"
"2024 Porsche 911","2,024","Porsche","911","19,098","1","1G6AE1R35F0037730","U9G 2N8","Red","10/12/2020"
"2005 GMC Savana","2,005","GMC","Savana","23,122","0","WA1DVBFE5AD408399","N9F 8G9","Black","3/4/2018"
"2001 MG MGB","2,001","MG","MGB","18,681","0","JN8AZ2KR6DT045101","N2I 0I9","Gray","4/2/2019"
"2015 Mercury Sable","2,015","Mercury","Sable","18,794","1","5N1AN0NW7DN911501","D5X 7S4","White","11/15/2019"
"2006 Ford F150","2,006","Ford","F150","18,997","0","WAULT68E45A667501","Q4W 6G5","Gray","5/2/2019"
"2016 Plymouth Acclaim","2,016","Plymouth","Acclaim","24,078","1","5NPEB4AC9EH842457","Z8A 9Q6","White","3/31/2020"
"2011 Chevrolet Corvette","2,011","Chevrolet","Corvette","12,548","0","TRUTX28N921926355","T9L 6W0","Blue","7/2/2019"
"2006 Volvo C70","2,006","Volvo","C70","11,454","1","1GD422CG7EF071471","I5M 8B1","Gray","7/13/2018"
"2019 Toyota Avalon","2,019","Toyota","Avalon","11,909","0","5LMCJ1A97FU241609","U6A 9O1","Gray","10/27/2018"
"2017 Plymouth Sundance","2,017","Plymouth","Sundance","15,727","0","2B3CL3CG4BH059275","M2S 2V9","White","7/7/2020"
"2005 Dodge Caliber","2,005","Dodge","Caliber","10,868","1","3C63DPHL2CG520927","A6J 4K1","Red","4/11/2019"
"2020 Honda Prelude","2,020","Honda","Prelude","20,610","0","KMHFC4DF1BA659866","H8C 9Q6","White","6/11/2018"
"2004 Ferrari F430","2,004","Ferrari","F430","13,953","0","WAUEH78E46A378636","X4W 7M4","White","8/6/2018"
"2001 Acura MDX","2,001","Acura","MDX","12,938","1","137ZA83391E080401","N5Y 6N1","Blue","8/8/2019"
"2001 Mercedes-Benz G-Class","2,001","Mercedes-Benz","G-Class","15,280","0","WBAYA6C57DC708452","M9N 1J5","Silver","11/14/2019"
"2017 Chrysler Concorde","2,017","Chrysler","Concorde","17,042","0","5TFBY5F16CX396798","J1Z 5W8","Silver","3/24/2020"
"2017 Land Rover Defender 110","2,017","Land Rover","Defender 110","11,751","1","KMHEC4A49DA265405","Z6S 0C2","White","3/15/2019"
"2010 Land Rover Discovery","2,010","Land Rover","Discovery","15,895","1","3GYFNGE34ES887524","P4T 0G9","Blue","5/19/2020"
"2008 Ford F150","2,008","Ford","F150","16,610","1","WA1CGAFE0FD556581","Y2Y 8Q9","Black","5/31/2019"
"2006 Volkswagen Eos","2,006","Volkswagen","Eos","14,130","1","4T3BA3BBXBU366875","E7M 6Y9","White","7/25/2018"
"2023 Toyota Tacoma Xtra","2,023","Toyota","Tacoma Xtra","21,976","1","1G6AA5RA9F0014565","P7U 1V3","Gray","3/10/2018"
"2010 Chevrolet Express 3500","2,010","Chevrolet","Express 3500","22,992","1","VNKKTUD31FA767698","X9O 7X0","Black","4/9/2020"
"2010 Subaru XT","2,010","Subaru","XT","20,029","1","WAUSH98E06A730447","E7I 5T4","Black","4/4/2020"
"2001 GMC Sierra 3500","2,001","GMC","Sierra 3500","16,185","1","5N1AN0NU9AC868172","E0N 4U4","Blue","4/11/2019"
"2019 Saab 9000","2,019","Saab","9000","22,873","0","KL4CJCSB8EB087632","Y8G 7E8","Blue","12/1/2018"
"2018 Chevrolet G-Series G20","2,018","Chevrolet","G-Series G20","17,622","0","1G6DF5E55C0780375","J5F 1K9","Gray","7/30/2019"
"2008 Mercury Mariner","2,008","Mercury","Mariner","15,481","1","1G6AB1RX7F0624023","D1Y 4S4","Red","7/19/2018"
"2003 Suzuki Swift","2,003","Suzuki","Swift","14,801","1","3MZBM1K70FM866961","Y5X 5K3","Black","8/22/2019"
"2008 Jaguar XK","2,008","Jaguar","XK","20,824","1","WP0AB2A82CS067657","T6N 8V3","Green","3/26/2019"
"2018 Mercedes-Benz E-Class","2,018","Mercedes-Benz","E-Class","15,670","0","4T1BK1EB8EU784085","D6J 0U3","Green","1/24/2020"
"2022 Toyota Tercel","2,022","Toyota","Tercel","15,031","0","SAJWA0ESXEP241095","F9I 0U3","Silver","7/15/2020"
"2009 Chevrolet Camaro","2,009","Chevrolet","Camaro","11,654","0","3FADP0L35AR454917","G7H 6V6","White","1/14/2020"
"2016 Ford E-Series","2,016","Ford","E-Series","24,940","0","WAUPEAFM8AA506460","E1L 7S4","Black","6/30/2018"
"2005 Ford Freestar","2,005","Ford","Freestar","10,431","0","5J8TB3H51DL887672","H0E 8G3","White","9/6/2020"
"2022 Volvo V70","2,022","Volvo","V70","21,989","0","JN8AF5MR2DT725777","Z1H 7C3","Blue","4/12/2018"
"2002 Acura TL","2,002","Acura","TL","12,085","0","1FMJU1F50AE113669","N5A 6I3","Silver","10/24/2020"
"2020 Plymouth Breeze","2,020","Plymouth","Breeze","20,901","1","WBAPH7C52AA169985","J9D 6S8","Gray","7/28/2020"
"2017 Dodge D150","2,017","Dodge","D150","11,299","0","1GYS3NKJ3FR962181","L3C 2R6","Yellow","3/27/2019"
"2010 Dodge Charger","2,010","Dodge","Charger","12,739","0","JN8AF5MR0CT062885","L5C 6R0","Gray","4/20/2018"
"2014 Pontiac Firefly","2,014","Pontiac","Firefly","21,147","0","2G4WE567151491960","B1K 5Q6","White","11/23/2019"
"2001 Dodge Intrepid","2,001","Dodge","Intrepid","17,815","0","19UUA66256A332577","H6R 6B7","Black","5/25/2020"
"2001 Mitsubishi Lancer Evolution","2,001","Mitsubishi","Lancer Evolution","15,509","1","5LMJJ2JT0FE864041","J5P 4J0","Silver","7/30/2020"
"2009 Mercury Milan","2,009","Mercury","Milan","13,548","1","5N3ZA0NC1AN280624","H2E 5S8","Blue","12/4/2020"
"2005 Ford F250","2,005","Ford","F250","10,066","1","2T3BFREV8DW059993","D0G 2K2","Gray","4/27/2018"
"2003 Dodge Grand Caravan","2,003","Dodge","Grand Caravan","16,031","1","3VWML7AJ1CM380327","L8U 7I5","Yellow","12/4/2020"
"2005 Chevrolet Tahoe","2,005","Chevrolet","Tahoe","21,577","0","5J8TB18249A218485","N3S 2E0","White","10/9/2019"
"2012 Mazda RX-7","2,012","Mazda","RX-7","12,366","0","5NPEB4AC5CH826527","R8O 9E4","Red","11/30/2018"
"2016 Buick Regal","2,016","Buick","Regal","20,362","0","2C3CCADT1CH552786","Y4I 5U3","Silver","3/13/2020"
"2019 Buick Park Avenue","2,019","Buick","Park Avenue","14,765","1","1G6KD54Y92U197226","O6X 6I4","Black","12/14/2018"
"2024 Chevrolet Express 2500","2,024","Chevrolet","Express 2500","14,597","1","JH4DC53845S395673","C8G 2H4","White","6/19/2019"
"2012 Audi 5000CS","2,012","Audi","5000CS","12,395","0","WVWED7AJ4BW243854","A6V 2J2","Red","8/18/2018"
"2020 Chevrolet Corvette","2,020","Chevrolet","Corvette","22,920","1","WBAVB73588F407084","X8Y 7D2","Silver","4/18/2020"
"2022 Chevrolet Blazer","2,022","Chevrolet","Blazer","14,404","0","1C4SDJCTXDC412035","B5B 6C2","White","8/6/2019"
"2000 Subaru Legacy","2,000","Subaru","Legacy","22,347","1","WBA3N9C53EF752836","J1T 0E2","Gray","9/22/2019"
"2004 Saab 9-2X","2,004","Saab","9-2X","22,502","0","JH4CU2E89CC257381","Y1K 9C9","Black","11/3/2018"
"2005 Kia Sportage","2,005","Kia","Sportage","18,990","1","1D4PT4GKXAW243403","Y4Z 4D5","Gray","9/24/2018"
"2001 Ford F150","2,001","Ford","F150","17,413","1","3D7TP2CT0AG193442","B5K 1S4","Gray","12/25/2020"
"2025 GMC Savana 3500","2,025","GMC","Savana 3500","24,936","1","3N1CN7AP4DL442200","J9M 1X2","Black","6/7/2020"
"2025 Chrysler LHS","2,025","Chrysler","LHS","23,193","0","1G4HP54K924884843","L2Z 9X4","Black","12/25/2018"
"2017 Porsche 911","2,017","Porsche","911","23,240","0","JTDKN3DU0B0736559","Z4K 1F9","Black","9/15/2020"
"2007 Dodge Grand Caravan","2,007","Dodge","Grand Caravan","16,588","0","WAUJFAFH3BN767625","R8R 0F7","Silver","6/13/2020"
"2005 Ford Mustang","2,005","Ford","Mustang","10,340","0","WA1BY74L29D292104","Y2E 0Z2","Black","4/15/2020"
"2011 Lincoln Continental","2,011","Lincoln","Continental","12,221","1","1D4SD6GT8BC579727","I4G 5K1","Gray","11/3/2018"
"2024 Chevrolet Impala","2,024","Chevrolet","Impala","19,583","1","3D7JB1EP0AG825808","M5G 9O7","White","3/6/2018"
"2006 Lexus GS","2,006","Lexus","GS","10,992","0","WAULC68E64A296355","S8O 7O6","White","11/10/2018"
"2009 Saab 44079","2,009","Saab","44079","23,102","0","WBA3B5G54EN525821","E3R 7G6","Black","8/18/2020"
"2004 Suzuki Reno","2,004","Suzuki","Reno","11,633","1","JTHBL5EF6F1927600","H1M 4Q3","Silver","8/11/2018"
"2007 MINI Clubman","2,007","MINI","Clubman","24,916","1","JN8AF5MR3ET881327","E9T 0M4","Blue","7/4/2020"
"2008 Kia Rio","2,008","Kia","Rio","13,710","0","1GYS4MKJ3FR860662","X6F 5X5","White","2/20/2018"
"2009 Mazda Mazda2","2,009","Mazda","Mazda2","24,534","0","WBAAW33421E621552","U5Y 7W3","Silver","2/1/2018"
"2021 Toyota T100 Xtra","2,021","Toyota","T100 Xtra","10,780","0","YV1672MC1AJ001525","A3Q 8R1","Black","12/10/2019"
"2020 Chevrolet Corvette","2,020","Chevrolet","Corvette","16,365","1","WAUAH98E78A284750","S1F 0V9","White","4/4/2018"
"2005 Lexus RX Hybrid","2,005","Lexus","RX Hybrid","11,876","0","WAUBC48H85K670826","P2V 1W8","White","8/29/2018"
"2023 Chevrolet Corvette","2,023","Chevrolet","Corvette","21,572","1","2G4GR5ER9D9626260","F0P 0C7","Gray","12/16/2019"
"2004 Lincoln LS","2,004","Lincoln","LS","23,415","1","WBA5A7C53ED504543","R0J 2F2","Blue","11/15/2018"
"2007 Cadillac SRX","2,007","Cadillac","SRX","23,453","1","4T1BK3DB0AU223239","V9V 5R2","Blue","8/29/2018"
"2015 Nissan 300ZX","2,015","Nissan","300ZX","19,851","1","5J8TB3H30GL441029","Y7F 5E7","Blue","3/17/2020"
"2009 Kia Optima","2,009","Kia","Optima","23,392","1","JN8AZ2KR3BT655938","S6D 6M1","Silver","2/13/2020"
"2007 Cadillac XLR","2,007","Cadillac","XLR","11,821","1","1N6AD0CU9EN056341","U3R 3I5","White","2/24/2018"
"2004 Saab 44077","2,004","Saab","44077","20,100","1","5UXFE83537L119993","O7W 5G9","Yellow","6/8/2020"
"2017 Chrysler Town & Country","2,017","Chrysler","Town & Country","18,153","0","WDDGF4HB7CR484197","G3O 1U0","Gray","4/14/2020"
"2009 Volkswagen GTI","2,009","Volkswagen","GTI","13,406","0","1GD01ZCG5DF709046","Z2R 8T0","White","12/11/2018"
"2003 Scion xA","2,003","Scion","xA","14,411","1","4F2CY0C74BK022508","U7K 6R0","Blue","3/15/2020"
"2024 Chevrolet Suburban 2500","2,024","Chevrolet","Suburban 2500","18,653","0","3D7JV1EP1BG819380","Q8P 9J2","White","10/21/2020"
"2010 Kia Sorento","2,010","Kia","Sorento","19,817","1","1FTMF1E86AK930184","W8H 2S0","White","5/7/2018"
"2006 Saturn Sky","2,006","Saturn","Sky","11,592","1","SCBGU3ZA5EC312971","U4R 2D2","White","5/5/2020"
"2017 Ford E-Series","2,017","Ford","E-Series","11,166","1","JN8AZ2NC4D9856870","T8P 8X7","Black","10/28/2020"
"2016 Honda Civic","2,016","Honda","Civic","17,984","0","1FTMF1CW2AK082127","F8K 0K8","Gray","12/15/2019"
"2008 Hyundai Genesis","2,008","Hyundai","Genesis","11,728","1","5N1AL0MM1FC869783","S7W 2D2","Gray","8/17/2018"
"2018 Ford Probe","2,018","Ford","Probe","23,390","0","JTHBB1BA1B2472342","B6D 9G3","Black","2/14/2019"
"2010 Subaru Forester","2,010","Subaru","Forester","20,091","1","5LMJJ3J56DE078331","J0Z 3Y7","Gray","6/9/2018"
"2025 Infiniti I","2,025","Infiniti","I","19,685","0","5TDBCRFH9FS336110","N4D 8G1","Red","9/25/2018"
"2023 Jeep Grand Cherokee","2,023","Jeep","Grand Cherokee","24,315","1","WDDGF4HB5DA791738","L7W 3E4","Silver","5/22/2020"
"2001 Cadillac Escalade","2,001","Cadillac","Escalade","21,851","1","YV1960BW9A1434575","O9A 6X5","White","4/26/2019"
"2010 Ford E-Series","2,010","Ford","E-Series","17,817","1","WBAGL63413D317657","E3P 9A1","White","11/4/2018"
"2000 Acura CL","2,000","Acura","CL","12,515","0","2C3CCAEG0FH746893","U4Z 2I9","Black","5/1/2020"
"2009 Bentley Continental Flying Spur","2,009","Bentley","Continental Flying Spur","10,181","1","1G6DS5E38C0254624","F8U 5D5","Black","11/10/2019"
"2001 Honda Insight","2,001","Honda","Insight","16,793","1","2G4GR5ECXB9584061","W5T 1P4","White","10/29/2019"
"2003 Chevrolet Avalanche 2500","2,003","Chevrolet","Avalanche 2500","15,703","1","2HNYD18616H358129","B9W 9V1","White","3/10/2019"
"2012 Pontiac Grand Prix","2,012","Pontiac","Grand Prix","19,010","0","1GYFC53229R569270","I4U 2C0","Black","5/5/2019"
"2020 Mitsubishi Pajero","2,020","Mitsubishi","Pajero","11,428","0","WA1LFBFP2BA388772","K8S 2P1","Blue","9/16/2019"
"2021 Hyundai Accent","2,021","Hyundai","Accent","15,786","0","WAUYGAFC1CN302536","R7I 0R2","White","4/13/2018"
"2021 Lincoln Continental","2,021","Lincoln","Continental","17,843","1","1FTEX1C83AF141424","Z2Y 4O9","Red","2/18/2018"
"2025 Chevrolet Camaro","2,025","Chevrolet","Camaro","24,572","0","1VWAH7A35EC011853","K9I 0F6","Red","9/8/2020"
"2022 Dodge Ram 1500 Club","2,022","Dodge","Ram 1500 Club","19,507","1","WDDJK7DA0FF511391","H0D 1I7","Black","8/14/2018"
"2024 GMC Sonoma","2,024","GMC","Sonoma","16,924","1","WAUAH74F16N355286","F9O 1W7","Black","6/23/2018"
"2010 Jeep Compass","2,010","Jeep","Compass","18,168","1","3GYFK22209G672738","J0Q 0C2","White","11/7/2018"
"2002 Volvo XC90","2,002","Volvo","XC90","18,677","1","WAU2GBFC9DN085265","G5N 9S3","Gray","6/13/2020"
"2002 Mazda B-Series","2,002","Mazda","B-Series","13,678","0","1G4GC5G35FF130456","W9O 0T0","Silver","10/17/2019"
"2008 Ford Edge","2,008","Ford","Edge","17,712","1","SCFFDAAM1EG743773","W0G 3Z7","Silver","10/3/2019"
"2009 Subaru Legacy","2,009","Subaru","Legacy","20,938","0","5N1AT2ML9FC082891","F8O 8U4","Silver","6/9/2020"
"2023 Chevrolet Cavalier","2,023","Chevrolet","Cavalier","12,385","0","2T1KU4EE9BC786186","F1T 7V4","Blue","9/7/2018"
"2020 Volvo 960","2,020","Volvo","960","23,538","1","WBAEH135X7C971170","Y1M 4D6","White","4/25/2018"
"2024 Volkswagen New Beetle","2,024","Volkswagen","New Beetle","23,032","0","WAUEH74F18N531791","P0B 3A1","Black","12/7/2018"
"2010 BMW 7 Series","2,010","BMW","7 Series","16,347","0","2T1BU4EE4CC663574","K3U 2H4","White","8/24/2020"
"2003 Saab 9-2X","2,003","Saab","9-2X","12,207","0","JN8AS5MT4CW737434","S0J 8M6","Gray","9/7/2020"
"2025 BMW 3 Series","2,025","BMW","3 Series","11,672","0","YV4902BZXE1419356","V5Q 2F5","Black","11/13/2020"
"2025 Toyota Tacoma","2,025","Toyota","Tacoma","16,495","0","1G6DC8E31E0599365","Q9U 1Q8","Blue","1/1/2020"
"2006 Suzuki Reno","2,006","Suzuki","Reno","17,293","0","1ZVBP8AM5C5073101","M3P 5P7","Silver","12/19/2019"
"2019 Dodge Ram Van 3500","2,019","Dodge","Ram Van 3500","12,664","0","WUADU98E08N332192","L9L 7K0","Black","12/5/2020"
"2003 Ford Taurus","2,003","Ford","Taurus","23,982","1","WAUSH78E57A515197","X1Y 1L7","Black","5/6/2020"
"2000 Toyota Prius","2,000","Toyota","Prius","12,374","1","1FTWX3B51AE919636","S3R 6I3","Red","12/21/2019"
"2017 Toyota Previa","2,017","Toyota","Previa","17,752","0","WBAKP9C59FD091932","J8V 2O1","White","9/27/2018"
"2010 Land Rover Range Rover Evoque","2,010","Land Rover","Range Rover Evoque","21,099","1","1C4NJPBA8FD007216","K0A 9M1","Silver","8/24/2020"
"2018 Honda Prelude","2,018","Honda","Prelude","22,305","1","WUAW2AFC7EN850359","H1V 5D6","Gray","4/6/2018"
"2003 Pontiac Grand Prix","2,003","Pontiac","Grand Prix","13,557","0","5N1AA0NC7AN253689","K4A 0Y9","Black","1/15/2019"
"2001 Chevrolet Caprice","2,001","Chevrolet","Caprice","23,267","0","JH4DC53846S986183","S7M 9D0","Silver","3/20/2020"
"2003 Toyota Camry","2,003","Toyota","Camry","14,461","1","JN8AF5MR6CT208707","G2Q 2V8","Black","2/16/2018"
"2016 Chevrolet Corvette","2,016","Chevrolet","Corvette","14,428","1","SCBDR3ZA0BC284092","M0H 6L8","White","1/15/2020"
"2011 BMW X5","2,011","BMW","X5","17,010","1","1GYS3AEF3DR636457","S5I 2K9","Silver","1/3/2018"
"2010 Toyota Prius Plug-in Hybrid","2,010","Toyota","Prius Plug-in Hybrid","23,757","0","JN1CV6FE1BM675164","V8W 0W7","Green","6/24/2020"
"2006 Lexus IS-F","2,006","Lexus","IS-F","21,212","1","YV1612FH7E2589263","J5C 7I1","Gray","3/10/2018"
"2001 Dodge Durango","2,001","Dodge","Durango","24,761","1","WAUKH94F18N501687","J3Y 6H1","Gray","7/4/2019"
"2008 Bentley Azure","2,008","Bentley","Azure","20,214","1","YV4852CT2A1455205","X2L 0C2","White","10/10/2019"
"2008 Lexus LX","2,008","Lexus","LX","21,816","0","ZFF60FCA2A0652705","E5Y 0Y3","Red","7/24/2019"
"2018 Dodge Dakota","2,018","Dodge","Dakota","15,157","1","4T1BD1FK3FU705626","W0X 8J8","Silver","7/26/2018"
"2010 Lexus IS","2,010","Lexus","IS","23,145","1","JH4DC53843C816654","F3P 1Y0","Black","8/28/2018"
"2008 Mitsubishi Pajero","2,008","Mitsubishi","Pajero","21,273","1","SCBLC47J89C023714","A1Z 2N5","Gray","6/8/2018"
"2009 Maserati Quattroporte","2,009","Maserati","Quattroporte","19,616","1","1GD11ZCG3CF126087","Q8J 6E9","Red","10/29/2019"
"2018 Infiniti J","2,018","Infiniti","J","15,469","1","WA1DGAFE0DD259425","Y0O 8Y5","Red","2/18/2020"
"2007 Hyundai Entourage","2,007","Hyundai","Entourage","14,292","0","WBA6B4C58FD775793","Y7K 7L9","White","8/17/2018"
"2017 Chevrolet Sportvan G20","2,017","Chevrolet","Sportvan G20","19,497","0","2FMDK3GC8BB766579","L6H 9R0","Red","1/30/2019"
"2009 MINI Cooper Clubman","2,009","MINI","Cooper Clubman","19,982","1","JH4CL96964C632521","H4O 7H2","Gray","12/4/2020"
"2005 Bentley Arnage","2,005","Bentley","Arnage","14,814","0","1G6AE5SX3D0652472","E9A 3U7","Gray","8/23/2020"
"2006 Mercedes-Benz CL-Class","2,006","Mercedes-Benz","CL-Class","10,218","1","JTEBU5JR2E5567808","P1Z 4Y6","Black","9/5/2020"
"2023 Isuzu Rodeo","2,023","Isuzu","Rodeo","11,864","1","WAU4FAFR8AA560949","X9I 9R4","White","12/11/2018"
"2016 Mazda 626","2,016","Mazda","626","15,791","0","WA1LMBFE5BD477397","E4N 0A6","Silver","1/22/2020"
"2024 Lincoln Town Car","2,024","Lincoln","Town Car","20,437","1","WAUKF78P69A658587","U1H 5J5","Black","12/19/2019"
"2005 Buick LaCrosse","2,005","Buick","LaCrosse","17,982","0","1GYEC63T43R047855","K4C 9A3","White","7/9/2019"
"2007 Chevrolet Impala","2,007","Chevrolet","Impala","22,069","1","1GTG5BE35F1830491","R6I 9W4","Blue","8/19/2019"
"2005 GMC Yukon","2,005","GMC","Yukon","18,038","0","JN8AE2KP6C9962013","B4F 5X9","White","5/1/2020"
"2013 Pontiac 6000","2,013","Pontiac","6000","22,247","1","WBAYG6C53FD156170","Y1A 1H2","Red","7/9/2019"
"2000 Mazda Protege5","2,000","Mazda","Protege5","13,230","1","KMHTC6ADXFU950923","J6Y 1W3","Blue","11/14/2019"
"2017 Lexus ES","2,017","Lexus","ES","15,130","0","JTHBF5C20D5008186","B9E 9S2","White","12/26/2020"
"2020 Dodge Ram 1500","2,020","Dodge","Ram 1500","24,074","1","5BZAF0AAXEN587618","E8G 7V5","White","9/7/2020"
"2023 Volkswagen Passat","2,023","Volkswagen","Passat","24,758","1","1C4RDHEG3FC493163","U3E 9N6","Silver","4/26/2019"
"2013 Pontiac Grand Prix","2,013","Pontiac","Grand Prix","16,325","1","WBA5M0C55ED296471","T4V 1F9","Black","10/23/2019"
"2008 Ford Escape","2,008","Ford","Escape","12,210","1","JTEBU5JR6F5428220","E2B 7O0","Blue","9/9/2018"
"2001 Infiniti Q","2,001","Infiniti","Q","15,753","1","1FAHP3GN2AW828783","H1U 6V1","Silver","12/6/2018"
"2022 Buick Regal","2,022","Buick","Regal","23,223","0","WBAEA53589C242499","M0A 1M2","Black","12/17/2020"
"2004 Morgan Aero 8","2,004","Morgan","Aero 8","19,657","0","1FBSS3BL3AD817678","D4A 3U5","Orange","4/4/2019"
"2018 Volkswagen Jetta","2,018","Volkswagen","Jetta","13,570","0","1G6DH8EY3B0479592","W7L 5T0","Black","1/20/2018"
"2002 Infiniti QX","2,002","Infiniti","QX","20,063","0","JH4DC548X3C115793","A8J 1R2","Black","5/19/2019"
"2018 Buick Century","2,018","Buick","Century","12,017","0","KNAGM4A77B5374095","W6H 6O8","Black","11/22/2018"
"2005 Nissan Versa","2,005","Nissan","Versa","18,279","1","WBAAN37491N674617","M9E 6V6","White","7/14/2018"
"2001 Ford Expedition","2,001","Ford","Expedition","14,083","0","3C6JD6DT3CG637276","S8F 8O5","Silver","11/17/2018"
"2019 Toyota Tercel","2,019","Toyota","Tercel","19,643","1","2C3CDXJG0FH631524","O3X 8G5","Gray","4/6/2020"
"2015 Lincoln Town Car","2,015","Lincoln","Town Car","23,864","0","YV1672MK3A2808646","M3Y 6Z9","White","2/27/2018"
"2017 Oldsmobile 88","2,017","Oldsmobile","88","23,121","0","JH4DC43631S974933","G6K 9D6","Gray","4/30/2018"
"2010 GMC Yukon XL 1500","2,010","GMC","Yukon XL 1500","20,230","1","WAUGFAFR0BA990733","O7J 3P3","Black","1/25/2020"
"2004 Chevrolet HHR","2,004","Chevrolet","HHR","20,988","1","1N6AD0CU4FN801112","K3H 4I9","Black","2/28/2020"
"2023 Ford Econoline E150","2,023","Ford","Econoline E150","16,441","1","WP1AE2A20FL900675","A7O 9C1","White","5/8/2018"
"2018 Toyota Previa","2,018","Toyota","Previa","24,962","1","WBAUL7C5XBV276276","E6K 9F3","Blue","12/17/2018"
"2004 Cadillac STS","2,004","Cadillac","STS","13,798","1","SALFR2BG0DH295283","P6K 2S7","Silver","10/31/2019"
"2021 Pontiac Sunfire","2,021","Pontiac","Sunfire","14,885","0","3VW4T7AT8EM501911","H7X 8O4","White","4/16/2018"
